job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
939,Price-Kelley,Healthcare,Quant Researcher,"MLflow, PyTorch, NumPy, TensorFlow",Mid,Remote,"Thomasfort, HN",66473-78077,2023-10-11,Large,"MLflow, TensorFlow"
940,Lopez Group,Tech,NLP Engineer,"NumPy, TensorFlow, Keras, MLflow, CUDA, C++",Senior,Internship,"West Toddmouth, VA",114324-162850,2025-05-04,Large,"LangChain, BigQuery, KDB+"
941,Kidd LLC,Retail,AI Product Manager,"CUDA, PyTorch, Reinforcement Learning, NumPy, AWS",Senior,Contract,"Jillport, US",81604-133314,2024-11-02,Large,"TensorFlow, Scikit-learn"
942,"Williams, Poole and Anderson",Healthcare,Quant Researcher,"Power BI, Azure, Reinforcement Learning, R",Senior,Internship,"North Paige, BS",89096-179857,2024-09-09,Mid,"MLflow, KDB+, FastAPI"
943,Mcdowell-Davis,E-commerce,Computer Vision Engineer,"Python, Reinforcement Learning, PyTorch, TensorFlow, Pandas, Power BI",Mid,Remote,"Lake Aliciaberg, MC",56260-87654,2023-11-06,Large,Scikit-learn
944,"Pineda, Williams and George",E-commerce,AI Researcher,"FastAPI, TensorFlow, Reinforcement Learning, Power BI, C++",Entry,Internship,"Port Richard, KE",49558-70064,2025-02-08,Mid,"TensorFlow, FastAPI"
945,Peck-Olson,Education,AI Product Manager,"C++, Power BI, LangChain, Azure, Pandas, TensorFlow",Mid,Full-time,"Johnsonport, IE",81542-177339,2024-11-03,Large,"MLflow, BigQuery, PyTorch"
946,"Johnson, Hodge and Shaffer",Tech,AI Product Manager,"CUDA, PyTorch, GCP, C++",Entry,Full-time,"Port Jonathan, GR",102091-163622,2025-07-25,Startup,"FastAPI, TensorFlow"
947,Carlson Group,E-commerce,NLP Engineer,"R, MLflow, Power BI, SQL, FastAPI",Senior,Remote,"Michaelfort, UA",121879-190776,2023-12-28,Startup,BigQuery
948,"Davis, Bailey and Hebert",E-commerce,Quant Researcher,"PyTorch, Keras, Azure, AWS, R, Reinforcement Learning",Senior,Internship,"Rayport, GM",100499-194235,2025-04-22,Mid,"Scikit-learn, MLflow"
949,"Aguirre, Collins and Manning",Automotive,Data Scientist,"R, CUDA, C++, Excel",Mid,Remote,"Lake Ryan, RU",93170-133713,2023-10-03,Startup,"Scikit-learn, BigQuery, LangChain"
950,"Freeman, Foley and Smith",Education,Quant Researcher,"Azure, Python, Flask, Power BI, NumPy, Excel",Senior,Remote,"Michaelview, VC",93116-182505,2025-08-17,Startup,LangChain
951,Acevedo-Frazier,Healthcare,Data Analyst,"Reinforcement Learning, Hugging Face, MLflow, CUDA",Senior,Contract,"Ellisport, CY",134605-155059,2024-01-04,Mid,"MLflow, BigQuery, PyTorch"
952,Davis PLC,Finance,Computer Vision Engineer,"Reinforcement Learning, Azure, Hugging Face, LangChain, Pandas",Entry,Contract,"South Katherineton, LY",135040-211350,2024-08-05,Startup,"Scikit-learn, LangChain"
953,Ford-Taylor,Healthcare,Computer Vision Engineer,"Azure, AWS, PyTorch, TensorFlow, GCP",Entry,Internship,"Lake Melissa, MV",70699-105545,2025-03-29,Startup,Scikit-learn
954,Sanchez LLC,Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Entry,Internship,"South Jilltown, IQ",49914-109366,2025-06-14,Large,TensorFlow
955,Armstrong Inc,Healthcare,AI Researcher,"Reinforcement Learning, Power BI, MLflow, PyTorch, R, Pandas",Mid,Contract,"Davisstad, HN",104664-167187,2024-08-10,Startup,"Scikit-learn, FastAPI, LangChain"
956,Gilbert Inc,E-commerce,Data Analyst,"Hugging Face, Flask, SQL, Scikit-learn, C++",Mid,Full-time,"New Megantown, BT",82848-132371,2024-12-01,Mid,"BigQuery, TensorFlow"
957,Miller Ltd,Retail,Data Scientist,"FastAPI, Scikit-learn, SQL",Mid,Internship,"North Dianaton, RU",49582-66937,2025-09-10,Large,"TensorFlow, Scikit-learn, LangChain"
958,Moore-Garner,Automotive,Data Scientist,"Pandas, FastAPI, Hugging Face",Senior,Internship,"Hollyborough, MX",90272-169247,2024-01-02,Startup,"TensorFlow, FastAPI"
959,Jenkins-Good,Tech,Data Analyst,"AWS, TensorFlow, Excel, SQL, GCP",Entry,Remote,"Contreraston, LC",124573-216693,2024-01-24,Mid,"KDB+, MLflow"
960,Vance Ltd,Finance,Quant Researcher,"Excel, TensorFlow, Flask, Scikit-learn",Entry,Full-time,"Wardbury, RW",121683-156490,2024-12-28,Startup,KDB+
961,"Sellers, Williams and Ortiz",Automotive,Computer Vision Engineer,"Flask, Azure, SQL",Entry,Contract,"Matthewshire, SB",140647-193727,2023-11-08,Startup,PyTorch
962,"Rodgers, Martinez and Zhang",E-commerce,Data Analyst,"Flask, Excel, AWS, PyTorch, LangChain",Mid,Internship,"North Shane, LR",68266-125443,2023-11-25,Startup,"BigQuery, FastAPI"
963,Simon LLC,Retail,Data Scientist,"Flask, Reinforcement Learning, Pandas, Hugging Face, Keras",Senior,Full-time,"West Michaelborough, BE",141644-203839,2024-04-23,Startup,"BigQuery, Scikit-learn, MLflow"
964,Flynn-Franco,Tech,AI Product Manager,"NumPy, Pandas, SQL, R, Excel",Senior,Full-time,"North Grant, MR",110260-191166,2024-02-17,Large,KDB+
965,Floyd-Smith,E-commerce,Computer Vision Engineer,"GCP, Reinforcement Learning, CUDA, NumPy, SQL",Entry,Contract,"East Willie, BO",56178-73901,2024-07-20,Mid,"FastAPI, MLflow"
966,"Bailey, Mccullough and Moon",Tech,Quant Researcher,"TensorFlow, Power BI, Azure, Flask, Reinforcement Learning, R",Senior,Contract,"Davidhaven, CL",148430-222122,2024-01-28,Large,"PyTorch, BigQuery, TensorFlow"
967,"Kerr, Austin and Smith",E-commerce,Quant Researcher,"GCP, Power BI, FastAPI, Reinforcement Learning, TensorFlow, AWS",Senior,Remote,"Port Charles, GM",130221-187925,2024-09-29,Large,"LangChain, MLflow, PyTorch"
968,"Potter, Chapman and Christensen",Retail,Computer Vision Engineer,"R, Python, Hugging Face, Excel, Azure",Entry,Full-time,"Colemanfort, SM",89082-125755,2024-04-21,Large,"Scikit-learn, KDB+, TensorFlow"
969,Francis-Jones,Retail,NLP Engineer,"LangChain, Python, R, C++, NumPy",Senior,Contract,"North Jacqueline, SV",140456-219981,2025-03-08,Startup,KDB+
970,"Stephens, Garcia and Yoder",Automotive,Computer Vision Engineer,"MLflow, Excel, CUDA, LangChain, AWS, Azure",Entry,Internship,"South Caitlynchester, NL",75664-174496,2025-04-13,Large,Scikit-learn
971,Robbins-Burke,Finance,Computer Vision Engineer,"AWS, Hugging Face, MLflow, Excel, C++",Entry,Internship,"Sherrichester, BN",74698-171496,2024-06-16,Large,"BigQuery, PyTorch, Scikit-learn"
972,"Hall, Savage and Walker",Education,Data Scientist,"PyTorch, TensorFlow, AWS, C++, GCP",Entry,Internship,"Bowersberg, SK",135994-178112,2023-09-21,Startup,"KDB+, MLflow, FastAPI"
973,Smith-Cross,Healthcare,AI Product Manager,"Flask, Keras, Pandas, CUDA, PyTorch, Reinforcement Learning",Mid,Remote,"Anthonybury, ET",67828-84015,2025-09-19,Mid,FastAPI
974,Martinez-Stephens,Education,AI Product Manager,"Azure, Reinforcement Learning, Excel, SQL",Mid,Remote,"South Michellebury, GR",134744-214025,2024-01-02,Mid,"LangChain, BigQuery"
975,"Barton, Wilson and Russell",Education,Data Scientist,"Power BI, GCP, Reinforcement Learning",Entry,Contract,"Kristiemouth, DK",123053-215790,2024-01-19,Large,FastAPI
976,"Brown, Bernard and Flores",Retail,Data Scientist,"Excel, R, Reinforcement Learning, Python, Power BI, FastAPI",Entry,Contract,"West Andrew, MD",129888-146706,2024-05-06,Mid,TensorFlow
977,Mendoza-Flores,E-commerce,AI Product Manager,"FastAPI, Python, TensorFlow, AWS",Senior,Contract,"West Andrew, ID",134151-186280,2024-08-09,Large,"TensorFlow, MLflow, BigQuery"
978,Bowman PLC,E-commerce,AI Product Manager,"LangChain, Excel, TensorFlow",Senior,Remote,"Nicholshaven, HR",87836-151813,2024-09-06,Startup,"LangChain, TensorFlow"
979,"Turner, Hernandez and White",Retail,ML Engineer,"GCP, TensorFlow, Flask, Azure",Mid,Internship,"North Alicia, IQ",98287-153537,2024-04-20,Mid,"BigQuery, KDB+, TensorFlow"
980,Davis Inc,Healthcare,NLP Engineer,"Keras, Power BI, Excel, Python",Senior,Remote,"Port Tina, PE",72000-122709,2024-10-27,Mid,MLflow
981,Zhang-Watson,E-commerce,Computer Vision Engineer,"Excel, Flask, AWS, R",Senior,Internship,"New Veronica, AL",81871-132251,2024-07-10,Mid,"PyTorch, KDB+"
982,"Harrison, Wallace and Chen",Retail,Quant Researcher,"Hugging Face, GCP, Keras",Entry,Remote,"Port Catherinetown, VE",93878-113869,2023-12-26,Startup,"TensorFlow, Scikit-learn"
983,"Cruz, Cruz and Flores",E-commerce,NLP Engineer,"Reinforcement Learning, TensorFlow, CUDA",Entry,Remote,"New Alyssa, CI",41243-77253,2023-10-29,Startup,"KDB+, BigQuery, PyTorch"
984,Garcia-Smith,Automotive,Data Scientist,"FastAPI, CUDA, Pandas, Python, NumPy, Reinforcement Learning",Entry,Contract,"North Kevin, YE",47150-124312,2023-11-17,Startup,"PyTorch, LangChain, Scikit-learn"
985,Castaneda Group,Tech,ML Engineer,"Reinforcement Learning, Azure, Flask",Mid,Remote,"Nobleside, CY",127636-149510,2023-10-30,Mid,"BigQuery, FastAPI"
986,"Sawyer, Frye and Jenkins",Finance,NLP Engineer,"GCP, PyTorch, FastAPI, LangChain, Pandas",Mid,Contract,"West Hayleyton, DJ",130749-200032,2025-01-10,Large,FastAPI
987,Bradshaw and Sons,Education,AI Researcher,"PyTorch, MLflow, LangChain, Python, Azure, Pandas",Mid,Contract,"Kathrynfort, TO",58452-155880,2025-05-05,Large,BigQuery
988,"Cross, Johnson and Chan",Retail,Computer Vision Engineer,"Scikit-learn, TensorFlow, Azure, C++, Flask",Senior,Contract,"Danielview, BT",68117-162345,2025-08-31,Mid,FastAPI
989,Jones LLC,Healthcare,NLP Engineer,"TensorFlow, NumPy, Azure, LangChain, AWS",Senior,Internship,"Taraborough, KG",112292-131998,2024-09-07,Mid,MLflow
990,Adams-Chapman,Tech,AI Product Manager,"SQL, CUDA, Scikit-learn, Keras, Power BI, R",Senior,Contract,"Littleshire, CF",139059-151161,2025-03-09,Mid,"TensorFlow, LangChain"
991,Duran-Williams,Retail,Data Analyst,"GCP, MLflow, FastAPI, TensorFlow, AWS, Reinforcement Learning",Entry,Contract,"East Patrickfurt, BT",110780-193559,2024-03-10,Mid,BigQuery
992,Arnold Inc,Healthcare,Quant Researcher,"FastAPI, GCP, Keras, Pandas",Senior,Remote,"Jonesfurt, NL",44707-105567,2025-09-13,Startup,"LangChain, KDB+, BigQuery"
993,Kirk Group,Retail,Data Scientist,"Azure, Excel, Keras, SQL, Reinforcement Learning, Power BI",Senior,Contract,"Chasestad, LU",112616-150479,2023-10-10,Startup,"TensorFlow, BigQuery, Scikit-learn"
994,Flynn-Kennedy,E-commerce,AI Researcher,"Python, Keras, AWS, CUDA, NumPy, R",Entry,Full-time,"Villaport, CO",92121-110462,2023-10-01,Large,"PyTorch, FastAPI, KDB+"
995,Singleton-Roy,Automotive,Quant Researcher,"C++, Pandas, MLflow, Scikit-learn, AWS, LangChain",Mid,Internship,"Port Rodney, LR",92112-185041,2024-08-04,Large,"Scikit-learn, LangChain"
996,"Combs, Brown and Williams",Retail,Data Analyst,"TensorFlow, Hugging Face, Scikit-learn",Mid,Remote,"Jessicatown, PH",115180-140889,2025-03-21,Mid,"KDB+, MLflow, FastAPI"
997,Meyer-Reyes,Education,ML Engineer,"AWS, NumPy, Excel, CUDA",Mid,Internship,"Port Christine, BH",95776-159901,2024-05-30,Startup,"MLflow, KDB+, Scikit-learn"
998,Anderson LLC,Tech,ML Engineer,"Scikit-learn, NumPy, FastAPI",Senior,Full-time,"Elizabethton, PW",141251-152764,2024-03-09,Mid,"KDB+, LangChain"
999,Duncan-Reyes,Finance,Data Analyst,"Reinforcement Learning, SQL, Pandas, NumPy, TensorFlow, Power BI",Mid,Remote,"New Ryan, BW",136810-231084,2025-03-18,Startup,"KDB+, FastAPI"
1000,"Davis, Murphy and Cox",Retail,Data Scientist,"MLflow, NumPy, Reinforcement Learning, FastAPI, Pandas",Senior,Full-time,"Pittmanville, CR",83889-134261,2025-08-20,Mid,"KDB+, Scikit-learn, LangChain"
1001,"Peterson, Brown and Mcdonald",Automotive,ML Engineer,"Flask, GCP, Hugging Face, FastAPI, Excel, CUDA",Senior,Contract,"Port Bernard, BY",101199-165364,2025-02-16,Mid,"TensorFlow, KDB+, FastAPI"
1002,Turner and Sons,Tech,Data Analyst,"PyTorch, Pandas, Excel",Mid,Internship,"Robertsmouth, MN",131457-181221,2025-06-12,Mid,LangChain
1003,"Spears, Moore and Mccormick",E-commerce,ML Engineer,"Keras, Pandas, Power BI, Scikit-learn, FastAPI, Azure",Senior,Full-time,"South Lisa, IS",142849-159228,2025-06-12,Startup,"KDB+, BigQuery"
1004,Shaw LLC,Automotive,Data Scientist,"Hugging Face, LangChain, Flask, PyTorch, TensorFlow",Mid,Internship,"New Johnnybury, LI",138773-156637,2024-12-07,Startup,BigQuery
1005,Gill-Schmidt,Healthcare,Data Analyst,"Reinforcement Learning, GCP, Azure, LangChain, MLflow",Mid,Contract,"New Williambury, FR",52554-88603,2024-02-14,Large,"TensorFlow, BigQuery, MLflow"
1006,"Fuentes, Russo and Watson",Education,Data Analyst,"Pandas, PyTorch, AWS",Senior,Full-time,"East Amanda, GA",42445-87889,2025-06-06,Startup,FastAPI
1007,Weaver-Mills,Automotive,Quant Researcher,"Power BI, Pandas, Hugging Face, PyTorch",Entry,Internship,"South Benjamin, PY",42100-109275,2024-03-23,Large,BigQuery
1008,Lee-Levy,Retail,Quant Researcher,"AWS, CUDA, GCP, Flask, FastAPI, NumPy",Mid,Contract,"West Lindsayfurt, LK",137547-208492,2024-04-27,Startup,"FastAPI, Scikit-learn"
1009,Anderson PLC,Retail,ML Engineer,"PyTorch, Reinforcement Learning, Keras, C++, CUDA, SQL",Entry,Contract,"Younghaven, KM",141946-171941,2025-03-17,Startup,Scikit-learn
1010,Murphy-Sosa,Education,Quant Researcher,"TensorFlow, Excel, Scikit-learn, Azure, R, Pandas",Mid,Full-time,"North Patrick, SZ",131712-178157,2025-03-16,Mid,TensorFlow
1011,Lawrence Group,Education,ML Engineer,"FastAPI, Azure, AWS, Python",Mid,Remote,"Lake Aliciachester, TM",91126-185060,2024-07-05,Startup,FastAPI
1012,Gonzales-Gardner,Automotive,NLP Engineer,"NumPy, GCP, R, Reinforcement Learning, LangChain, AWS",Senior,Full-time,"Frazierberg, DO",100471-143502,2024-09-07,Large,"PyTorch, LangChain, BigQuery"
1013,"Padilla, Mann and Pierce",Finance,ML Engineer,"MLflow, Pandas, PyTorch, C++, LangChain",Senior,Remote,"West Brandon, RW",47058-78474,2025-08-22,Mid,"LangChain, PyTorch"
1014,"Vazquez, Mcknight and Vega",Retail,AI Researcher,"Keras, FastAPI, PyTorch, LangChain, Scikit-learn, Hugging Face",Entry,Internship,"Ramseyview, TV",102565-184809,2025-08-06,Large,"PyTorch, Scikit-learn"
1015,"Walker, Soto and Miles",Finance,Data Analyst,"SQL, MLflow, Pandas, CUDA, Scikit-learn",Mid,Remote,"Oconnorville, IT",61954-143718,2025-06-10,Startup,TensorFlow
1016,Kelly-Walls,Tech,Computer Vision Engineer,"Reinforcement Learning, R, C++",Senior,Remote,"East Ana, KN",83274-137815,2024-01-05,Startup,"LangChain, MLflow, KDB+"
1017,Roberts-Watson,Healthcare,Data Analyst,"Power BI, SQL, Python, TensorFlow",Entry,Full-time,"Perryside, CZ",82652-137577,2025-05-25,Mid,LangChain
1018,"George, Hines and Galvan",Tech,NLP Engineer,"Keras, MLflow, FastAPI, Python, Scikit-learn, Reinforcement Learning",Entry,Remote,"East Rachelland, MH",84254-109338,2024-04-08,Large,Scikit-learn
1019,"Lam, Garcia and Lopez",Automotive,Computer Vision Engineer,"R, Keras, Pandas, Reinforcement Learning",Mid,Full-time,"Baldwinland, TV",135038-234859,2025-04-13,Large,"TensorFlow, Scikit-learn"
1020,"Vasquez, Grimes and Mooney",Healthcare,ML Engineer,"LangChain, SQL, Reinforcement Learning, PyTorch",Entry,Remote,"Brewerland, AT",58091-128175,2024-10-02,Startup,"Scikit-learn, BigQuery"
1021,Mcneil-Nelson,Tech,Data Analyst,"CUDA, SQL, Flask",Senior,Contract,"Duartebury, VA",59630-143743,2024-12-21,Startup,"MLflow, KDB+, TensorFlow"
1022,Wiggins-Rivera,Healthcare,NLP Engineer,"LangChain, AWS, R",Senior,Internship,"Andreashire, TO",90456-177785,2024-01-14,Large,MLflow
1023,Morris-Swanson,Education,NLP Engineer,"LangChain, AWS, Keras, Hugging Face, Pandas",Entry,Internship,"Howellburgh, NO",130542-204720,2024-11-08,Startup,"BigQuery, LangChain"
1024,Wong and Sons,Education,AI Product Manager,"C++, Reinforcement Learning, MLflow, Pandas, SQL",Entry,Internship,"North Kristie, CL",74640-136034,2025-04-01,Large,"Scikit-learn, PyTorch, MLflow"
1025,"Davidson, Green and Johnson",E-commerce,Data Analyst,"AWS, SQL, CUDA, Hugging Face, Power BI",Entry,Internship,"West Tylerberg, JO",134678-199022,2025-05-01,Large,"Scikit-learn, PyTorch"
1026,Greer-Garner,E-commerce,Data Analyst,"Power BI, Pandas, GCP, Hugging Face, R",Entry,Contract,"South Chadton, IQ",60699-100444,2025-09-11,Mid,"TensorFlow, PyTorch"
1027,"Nash, Solomon and Cameron",Education,NLP Engineer,"Azure, Power BI, GCP, LangChain",Entry,Internship,"Davidfurt, IT",118562-168256,2024-03-27,Mid,"BigQuery, LangChain"
1028,Jimenez Group,E-commerce,Data Scientist,"MLflow, CUDA, Reinforcement Learning",Mid,Full-time,"Williamview, CU",135565-208792,2024-03-03,Mid,TensorFlow
1029,Garcia-Adams,Education,ML Engineer,"Python, GCP, Scikit-learn, Pandas, PyTorch",Senior,Internship,"Port Victoriaburgh, TN",102146-133999,2023-12-15,Mid,TensorFlow
1030,Munoz and Sons,Retail,Quant Researcher,"Reinforcement Learning, FastAPI, Power BI",Entry,Full-time,"Smithmouth, UG",119302-138298,2024-09-05,Startup,"Scikit-learn, KDB+"
1031,Griffin Ltd,E-commerce,Data Analyst,"Reinforcement Learning, Scikit-learn, Hugging Face, MLflow",Entry,Contract,"Harrisonhaven, PT",49324-111133,2024-04-03,Large,FastAPI
1032,Briggs-Miller,E-commerce,Computer Vision Engineer,"R, Flask, Keras, Python, CUDA, FastAPI",Entry,Full-time,"Janicemouth, UZ",138580-231364,2024-02-06,Startup,"Scikit-learn, FastAPI, PyTorch"
1033,Dominguez Group,Finance,Quant Researcher,"Keras, FastAPI, Reinforcement Learning, Power BI",Mid,Contract,"New Melissashire, RW",74176-137039,2024-11-06,Large,MLflow
1034,"Cohen, Schneider and Scott",Healthcare,ML Engineer,"CUDA, FastAPI, Reinforcement Learning",Mid,Remote,"Port Nathan, TM",131736-200711,2025-05-24,Large,"MLflow, BigQuery"
1035,Peterson Ltd,E-commerce,Quant Researcher,"Reinforcement Learning, Python, Pandas, Excel, LangChain, Azure",Mid,Contract,"Staffordstad, AZ",147838-240312,2025-04-30,Large,"PyTorch, LangChain, TensorFlow"
1036,Ramsey-Hamilton,Education,AI Product Manager,"FastAPI, CUDA, GCP, Keras, MLflow, C++",Senior,Internship,"West Kyliechester, AD",73318-132625,2024-03-22,Startup,Scikit-learn
1037,Davidson-Clark,Finance,Computer Vision Engineer,"Flask, Pandas, LangChain",Mid,Internship,"Lake Erika, VC",47247-120710,2025-08-14,Mid,LangChain
1038,"Ramirez, Sanchez and Lucas",Retail,NLP Engineer,"R, Azure, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Johnsonfurt, GQ",147851-188241,2025-08-11,Startup,"KDB+, LangChain"
1039,"Atkinson, Branch and Horton",Tech,Data Analyst,"R, NumPy, SQL, GCP, Python, FastAPI",Senior,Full-time,"New Darren, ET",83545-139001,2024-09-07,Large,KDB+
1040,Hawkins Ltd,E-commerce,Data Scientist,"AWS, Scikit-learn, TensorFlow, CUDA",Senior,Contract,"North Madison, UZ",113683-150250,2023-12-11,Mid,TensorFlow
1041,Moore Ltd,Tech,AI Researcher,"Excel, Reinforcement Learning, NumPy, AWS, MLflow",Mid,Internship,"Abigailmouth, NE",85570-163706,2025-01-30,Mid,"Scikit-learn, FastAPI"
1042,Hughes-Henry,Retail,Data Analyst,"TensorFlow, SQL, Scikit-learn",Mid,Full-time,"West James, ER",47968-108841,2024-07-03,Startup,"MLflow, LangChain, PyTorch"
1043,Johnson-Thomas,Healthcare,Data Analyst,"Reinforcement Learning, TensorFlow, PyTorch, Excel, FastAPI",Entry,Internship,"Lake Curtis, BS",110576-182999,2024-03-18,Large,"FastAPI, PyTorch, KDB+"
1044,"Hunt, White and Schmidt",Tech,AI Researcher,"AWS, Python, MLflow, Scikit-learn, Keras, Power BI",Entry,Contract,"Josephstad, DZ",80195-161305,2025-08-01,Startup,TensorFlow
1045,Harris-Zavala,E-commerce,AI Product Manager,"GCP, SQL, LangChain, R",Mid,Remote,"West Michael, NI",131293-216683,2024-10-19,Startup,"FastAPI, BigQuery"
1046,Price PLC,Finance,AI Researcher,"SQL, Excel, AWS, MLflow, TensorFlow, FastAPI",Mid,Remote,"Madisonside, BH",113368-178541,2024-01-29,Startup,BigQuery
1047,Craig-Lloyd,Tech,Data Analyst,"MLflow, Reinforcement Learning, Azure, C++, Pandas, NumPy",Mid,Contract,"Priceborough, LU",86846-98704,2025-02-03,Startup,"BigQuery, MLflow, KDB+"
1048,Bell-Perez,Tech,NLP Engineer,"Excel, C++, GCP, SQL, PyTorch",Mid,Internship,"Rossbury, SC",125414-140740,2024-08-01,Mid,"BigQuery, PyTorch"
1049,Cole-Clark,Automotive,Data Scientist,"CUDA, TensorFlow, Python, Azure, Scikit-learn",Entry,Internship,"South Meganmouth, LI",127708-143295,2024-11-05,Startup,FastAPI
1050,Knight-Lozano,Finance,NLP Engineer,"LangChain, GCP, R, SQL",Senior,Remote,"New Heatherbury, BG",136117-208595,2023-10-21,Mid,"TensorFlow, Scikit-learn, KDB+"
1051,Burton LLC,Automotive,Data Scientist,"Scikit-learn, Power BI, R, Reinforcement Learning, Excel, Azure",Senior,Full-time,"South Jamesville, JM",74834-103941,2024-06-04,Mid,KDB+
1052,"Castillo, Bonilla and Mclaughlin",Automotive,Computer Vision Engineer,"NumPy, Excel, LangChain, Keras",Mid,Internship,"West Jasonmouth, IR",123956-163525,2024-03-14,Large,"LangChain, FastAPI"
1053,Byrd-Christian,Finance,NLP Engineer,"SQL, Reinforcement Learning, Python",Mid,Internship,"West Theresashire, NI",138221-219313,2024-11-07,Large,"FastAPI, TensorFlow"
1054,Price-Sandoval,E-commerce,Data Scientist,"Flask, NumPy, C++",Senior,Remote,"Lake Markport, PK",46907-84839,2025-08-09,Large,"FastAPI, TensorFlow"
1055,Black-Simmons,Automotive,Data Scientist,"Pandas, SQL, CUDA, Power BI, AWS",Senior,Full-time,"Allenburgh, BW",136391-226513,2024-07-03,Startup,"PyTorch, BigQuery, TensorFlow"
1056,"Berger, Jackson and Hansen",Automotive,Data Analyst,"CUDA, SQL, Power BI, GCP, FastAPI, PyTorch",Mid,Contract,"Hopkinstown, KP",113830-133491,2025-07-09,Mid,"BigQuery, KDB+"
1057,Kent-Preston,E-commerce,Data Analyst,"Excel, GCP, Scikit-learn, PyTorch",Senior,Full-time,"North Nicolechester, CO",45973-72433,2024-06-11,Mid,KDB+
1058,"Hartman, Rowe and Hernandez",Automotive,Data Analyst,"C++, NumPy, Excel, Keras, TensorFlow",Entry,Internship,"East Joseph, GR",85501-149518,2024-04-30,Large,"FastAPI, Scikit-learn"
1059,Morrison-Turner,Retail,Computer Vision Engineer,"C++, SQL, Flask, PyTorch, MLflow, FastAPI",Entry,Contract,"Mayerview, NI",137862-169321,2025-08-25,Mid,"KDB+, TensorFlow"
1060,Smith Inc,Tech,AI Product Manager,"Power BI, SQL, Reinforcement Learning, TensorFlow",Mid,Internship,"New Adam, BN",104563-140859,2025-03-04,Startup,"LangChain, MLflow, FastAPI"
1061,Gardner-Chavez,Tech,Data Scientist,"TensorFlow, Pandas, Flask, Reinforcement Learning, Azure",Mid,Full-time,"Lopezfort, KH",119393-154411,2023-12-17,Mid,"MLflow, TensorFlow"
1062,Morris-Blake,Healthcare,Data Scientist,"Python, NumPy, LangChain, Excel",Senior,Contract,"Lake Anthony, CL",52342-65593,2024-01-05,Mid,"LangChain, PyTorch"
1063,Hunter-Ward,Finance,ML Engineer,"SQL, Python, CUDA, FastAPI, TensorFlow",Senior,Remote,"Millerborough, WS",110675-194128,2023-12-01,Large,"MLflow, Scikit-learn, FastAPI"
1064,Hicks and Sons,Finance,Data Scientist,"Reinforcement Learning, Excel, Azure, SQL, FastAPI, Pandas",Entry,Remote,"Port Franciscoside, GT",93518-182685,2025-06-12,Large,"PyTorch, BigQuery, FastAPI"
1065,Torres-Clark,Education,NLP Engineer,"Excel, Hugging Face, CUDA, Flask, TensorFlow, C++",Entry,Contract,"West Jason, RO",80174-143646,2023-10-26,Mid,"PyTorch, KDB+, BigQuery"
1066,Brown Ltd,Automotive,Data Analyst,"C++, GCP, Reinforcement Learning",Senior,Contract,"West Keithview, LU",90229-182531,2025-03-13,Mid,LangChain
1067,Kerr Ltd,Education,Quant Researcher,"PyTorch, CUDA, AWS, Reinforcement Learning",Entry,Full-time,"Juanburgh, TD",42741-138581,2024-01-14,Mid,"MLflow, PyTorch, TensorFlow"
1068,"Hobbs, Moreno and Williams",Finance,ML Engineer,"Scikit-learn, Pandas, Keras, Power BI, TensorFlow, LangChain",Mid,Full-time,"Andrewmouth, GN",141028-211158,2025-08-31,Startup,"LangChain, PyTorch, KDB+"
1069,"Brown, Giles and Thompson",E-commerce,ML Engineer,"R, LangChain, MLflow, Power BI, Azure, CUDA",Entry,Internship,"North Mistyland, DJ",62711-120957,2025-02-17,Startup,BigQuery
1070,Jordan Inc,Healthcare,ML Engineer,"AWS, Excel, C++, Keras",Mid,Full-time,"Joelland, MC",140092-164804,2025-02-28,Mid,Scikit-learn
1071,Rodriguez Inc,Tech,AI Product Manager,"AWS, SQL, Scikit-learn, Flask, FastAPI",Mid,Internship,"Lake Debbie, SZ",72382-84197,2025-04-13,Mid,"MLflow, LangChain"
1072,Evans-Alvarado,Retail,NLP Engineer,"FastAPI, AWS, Pandas, Excel, Reinforcement Learning, Azure",Senior,Remote,"Davidmouth, BJ",91789-114759,2025-06-23,Large,"FastAPI, TensorFlow, BigQuery"
1073,"Phillips, Sanchez and Christensen",E-commerce,AI Product Manager,"CUDA, Pandas, Python, PyTorch, Azure, Keras",Entry,Internship,"East Davidchester, NE",112036-153498,2025-02-08,Large,LangChain
1074,"Sexton, Davis and Allen",Healthcare,NLP Engineer,"R, Flask, Keras, GCP, Hugging Face",Mid,Full-time,"Lake David, FI",45224-79444,2025-06-13,Startup,Scikit-learn
1075,"Gill, Russo and Hill",Automotive,Quant Researcher,"LangChain, Keras, Excel",Entry,Internship,"Gomezchester, UG",62949-91600,2023-12-19,Startup,PyTorch
1076,"Walsh, Davis and Tanner",Automotive,Data Analyst,"Power BI, Scikit-learn, Keras, TensorFlow, MLflow, SQL",Senior,Full-time,"North Brettfurt, MH",67630-155926,2025-04-25,Large,"TensorFlow, BigQuery, FastAPI"
1077,Green Group,E-commerce,AI Researcher,"SQL, Excel, Flask, NumPy, FastAPI",Entry,Contract,"Port Yvetteland, LK",92512-136705,2023-12-12,Mid,"TensorFlow, PyTorch"
